,drugname,chembl,canonical
14129,SALVIN,CHEMBL484853,CC(C)C1=C(C(=C2C(=C1)CCC3C2(CCCC3(C)C)C(=O)O)O)O
14133,SAMPATRILAT,CHEMBL42583,CS(=O)(=O)NC(CCCCN)C(=O)NCC(CC1(CCCC1)C(=O)NC(CC2=CC=C(C=C2)O)C(=O)O)C(=O)O
14135,SANGUINARINE,CHEMBL417799,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6
14136,SANGUINARINE,CHEMBL496884,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6.[N+](=O)([O-])[O-]
14167,SARALASIN,CHEMBL356431,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
14168,SARALASIN,CHEMBL938,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC
14169,SARALASIN,CHEMBL1200670,CC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(C(C)C)C(=O)NC(CC2=CN=CN2)C(=O)N3CCCC3C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)CNC.CC(=O)O.O
14171,SARGACHROMANOL G,CHEMBL462917,CC1=CC(=CC2=C1OC(CC2)(C)CCC=C(C)CCC=C(C)C(=O)C(C=C(C)C)O)O
14173,SARGAHYDROQUINOIC ACID,CHEMBL261063,CC1=CC(=CC(=C1O)CC=C(C)CCC=C(C)CCC=C(CCC=C(C)C)C(=O)O)O
14176,SARIN,CHEMBL509554,CC(C)OP(=O)(C)F
14179,SARPOGRELATE,CHEMBL52939,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O
14181,SARPOGRELATE,CHEMBL541829,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O.Cl
14187,SAUCHINONE,CHEMBL520054,CC1CC2C3C(C1C)C4=CC5=C(C=C4OC36C(=CC2=O)OCO6)OCO5
14212,SB 206553,CHEMBL297784,CN1C=CC2=CC3=C(CCN3C(=O)NC4=CN=CC=C4)C=C21
14213,SB 216763,CHEMBL102714,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C(C=C(C=C4)Cl)Cl
14214,SB 225002,CHEMBL239767,C1=CC=C(C(=C1)NC(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])O)Br
14215,SB 239063,CHEMBL97162,COC1=NC=CC(=N1)C2=C(N=CN2C3CCC(CC3)O)C4=CC=C(C=C4)F
14217,SB 657510,CHEMBL2348501,CN1CCC(C1)OC2=C(C=CC(=C2)NS(=O)(=O)C3=C(C=C(C(=C3)OC)OC)Br)Cl
14218,SC 514,CHEMBL193093,C1=CSC=C1C2=CC(=C(S2)C(=O)N)N
14219,SC 560,CHEMBL26915,COC1=CC=C(C=C1)N2C(=CC(=N2)C(F)(F)F)C3=CC=C(C=C3)Cl
14226,SCALARADIAL,CHEMBL487005,CC(=O)OC1CC2C3(CCCC(C3CCC2(C4C1(C(C(=CC4)C=O)C=O)C)C)(C)C)C
14229,SCH 23390,CHEMBL13668,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl
14230,SCH 23390,CHEMBL62,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl
14231,SCH 23390,CHEMBL1256645,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Cl.Cl
14232,SCH 442416,CHEMBL136689,COC1=CC=C(C=C1)CCCN2C3=C(C=N2)C4=NC(=NN4C(=N3)N)C5=CC=CO5
14234,SCH772984,CHEMBL3590107,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7
14237,SCH772984,CHEMBL3645238,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7
14239,SCHIZANDRIN B,CHEMBL479488,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
14240,SCHIZANDRIN B,CHEMBL402435,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
14241,SCHIZANDRIN B,CHEMBL513752,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1C)OC)OC)OC)OC)OCO3
14242,SCHIZANDROL B,CHEMBL1834755,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1(C)O)OC)OC)OC)OC)OCO3
14244,SCHIZANDROL B,CHEMBL403578,CC1CC2=CC3=C(C(=C2C4=C(C(=C(C=C4CC1(C)O)OC)OC)OC)OC)OCO3
14250,SCOPARONE,CHEMBL325864,COC1=C(C=C2C(=C1)C=CC(=O)O2)OC
14280,SCOPOLETIN,CHEMBL390320,COC1=C(C=C2C=CC(=O)OC2=C1)O
14281,SCOPOLETIN,CHEMBL71851,COC1=C(C=C2C(=C1)C=CC(=O)O2)O
14282,SCUTELLAREIN TETRAMETHYL ETHER,CHEMBL75349,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)OC
14287,SELAMECTIN,CHEMBL1908325,CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)O)OC)C)OC1C7CCCCC7
14292,SELAMECTIN,CHEMBL3039369,CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5=NO)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)O)OC)C)OC1C7CCCCC7
14313,SELENIC ACID,CHEMBL2097002,O[Se](=O)(=O)O
14317,SELENIUM,CHEMBL1235891,[Se]
14329,SELENOMETHIONINE,CHEMBL1474517,C[Se]CCC(C(=O)O)N
14330,SELENOMETHIONINE,CHEMBL1201054,C[Se]CCC(C(=O)O)N
14331,SELENOMETHIONINE,CHEMBL113178,C[Se]CCC(C(=O)O)N
14339,SENECIONINE,CHEMBL362153,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C
14340,SENECIONINE,CHEMBL488203,CC=C1CC(C(C(=O)OCC2=CCN3C2C(CC3)OC1=O)(C)O)C
14362,SEROTONIN,CHEMBL39,C1=CC2=C(C=C1O)C(=CN2)CCN
14363,SEROTONIN,CHEMBL535832,C1=CC2=C(C=C1O)C(=CN2)CCN.Cl
14381,SERYL-LEUCYL-ISOLEUCYL-GLYCYL--ARGINYL-LEUCINAMIDE,CHEMBL238078,CCC(C)C(C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NC(CC(C)C)C(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CO)N
14382,SESAMIN,CHEMBL1904496,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14383,SESAMIN,CHEMBL252915,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14384,SESAMIN,CHEMBL43469,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14386,SESAMIN,CHEMBL1968861,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14388,SESAMIN,CHEMBL3814532,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14392,SESAMIN,CHEMBL1572261,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14394,SESAMIN,CHEMBL1708854,C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6
14402,SHIKONIN,CHEMBL29285,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
14403,SHIKONIN,CHEMBL4127840,CC(=CCC(C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O)O)C
14404,SHIKONIN,CHEMBL2288543,CCC(C)C(=O)OC(CC=C(C)C)C1=CC(=O)C2=C(C=CC(=C2C1=O)O)O
14410,SHOGAOL,CHEMBL25948,CCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC
14418,SILICIC ACID,CHEMBL2068408,O[Si](=O)O
14447,SILYBIN,CHEMBL1401508,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14448,SILYBIN,CHEMBL431701,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14450,SILYBIN,CHEMBL592675,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14452,SILYBIN,CHEMBL9509,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14454,SILYBIN,CHEMBL1551617,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14463,SILYBIN,CHEMBL245121,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14469,SILYMARIN,CHEMBL1401508,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14470,SILYMARIN,CHEMBL431701,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14471,SILYMARIN,CHEMBL592675,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14475,SILYMARIN,CHEMBL245121,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
14480,SIMAZINE,CHEMBL1605837,CCNC1=NC(=NC(=N1)Cl)NCC
14508,SINCALIDE,CHEMBL1121,CSCCC(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)N
14517,SINIGRIN,CHEMBL487017,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)O
14533,SINOMENINE,CHEMBL176045,CN1CCC2=CC(=C3C=C2C1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)CC6C7=C(O3)C(=C(C=C7CCN6C)OC)OC)OC)OC
14534,SINOMENINE,CHEMBL1740706,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
14535,SINOMENINE,CHEMBL1551847,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
14539,SINOMENINE,CHEMBL248095,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
14541,SINOMENINE,CHEMBL1555036,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
14542,SINOMENINE,CHEMBL1589951,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
14543,SINOMENINE,CHEMBL1591798,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC
14545,SINOMENINE,CHEMBL1708061,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC.C(Cl)(Cl)Cl
14546,SINOMENINE,CHEMBL2133664,CN1CCC23CC(=O)C(=CC2C1CC4=C3C(=C(C=C4)OC)O)OC.C(Cl)(Cl)Cl
14553,SIPONIMOD,CHEMBL2336071,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
14554,SIPONIMOD,CHEMBL4298150,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O.CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O.C(=CC(=O)O)C(=O)O
14555,SIPONIMOD,CHEMBL3188572,CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O
14594,SIRTINOL,CHEMBL197282,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O
14595,SIRTINOL,CHEMBL198582,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O
14596,SIRTINOL,CHEMBL380797,CC(C1=CC=CC=C1)NC(=O)C2=CC=CC=C2N=CC3=C(C=CC4=CC=CC=C43)O
14597,SIRTINOL,CHEMBL1340458,C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)Cl
14613,SM 164,CHEMBL1774154,CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CN(N=N4)CCCCC5=CC=C(C=C5)CCCCN6C=C(N=N6)C(C7=CC=CC=C7)NC(=O)C8CCC9N8C(=O)C(CCCC9)NC(=O)C(C)NC)NC
14614,SM 164,CHEMBL2137894,CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CN(N=N4)CCCCC5=CC=C(C=C5)CCCCN6C=C(N=N6)C(C7=CC=CC=C7)NC(=O)C8CCC9N8C(=O)C(CCCC9)NC(=O)C(C)NC)NC
14666,SODIUM ARSENATE,CHEMBL2374288,O[As](=O)(O)O
14670,SODIUM ARSENATE,CHEMBL3188962,O.O.O.O.O.O.O.O[As](=O)([O-])[O-].[Na+].[Na+]
14675,SODIUM ARSENITE,CHEMBL1909222,O[As]=O
14677,SODIUM ARSENITE,CHEMBL1909078,[O-][As]=O.[Na+]
14686,SODIUM BISULFIDE,CHEMBL1644699,[Na+].[SH-]
14689,SODIUM BISULFITE,CHEMBL3885299,[O-]S(=O)[O-].[Na+]
14692,SODIUM BISULFITE,CHEMBL1689285,OS(=O)[O-].[Na+]
14697,SODIUM BROMATE,CHEMBL1161635,OBr(=O)=O
14698,SODIUM BROMATE,CHEMBL1348453,[O-]Br(=O)=O.[Na+]
14701,SODIUM CHLORATE,CHEMBL1559268,[O-]Cl(=O)=O.[Na+]
14702,SODIUM CHLORATE,CHEMBL1334078,[O-]Cl.[Na+]
14746,"SODIUM CHLORIDE, DIETARY",CHEMBL1200574,[Na+].[Cl-]
14772,SODIUM FLUORIDE,CHEMBL1528,[F-].[Na+]
14780,SODIUM GLUTAMATE,CHEMBL2107256,C(CC(=O)[O-])C(C(=O)O)N.[Na+]
14785,SODIUM HYDROXIDE,CHEMBL2105794,[OH-].[Na+]
14788,SODIUM NITRITE,CHEMBL1161681,N(=O)O
14791,SODIUM NITRITE,CHEMBL93268,N(=O)[O-].[Na+]
14810,SODIUM SELENITE,CHEMBL112302,[O-][Se](=O)[O-].[Na+].[Na+]
14813,SODIUM SELENITE,CHEMBL2028294,O[Se](=O)[O-].[Na+]
14816,SODIUM SULFIDE,CHEMBL2107611,[Na+].[Na+].[S-2]
14817,SODIUM SULFIDE,CHEMBL1644699,[Na+].[SH-]
14818,SODIUM SULFIDE,CHEMBL3989793,O.O.O.O.O.O.O.O.O.[Na+].[Na+].[S-2]
14839,SOLASODINE,CHEMBL1964743,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1
14841,SOLASODINE,CHEMBL518252,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1
14846,SOLASODINE,CHEMBL372484,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1
14849,SOLASODINE,CHEMBL514596,CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)O)C)C)C)NC1
14855,SOLITHROMYCIN,CHEMBL1232510,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)(C)F)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C
14856,SOLITHROMYCIN,CHEMBL1240704,CCC1C2(C(C(C(=O)C(CC(CC(C(=O)C(C(=O)O1)(C)F)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C
14862,SOMAN,CHEMBL15910,CC(C(C)(C)C)OP(=O)(C)F
14864,SOPHOCARPINE,CHEMBL377725,C1CC2CN3C(CC=CC3=O)C4C2N(C1)CCC4
14887,SOYASAPONIN I,CHEMBL511016,CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O
14900,SPAUTIN-1,CHEMBL2391504,C1=CC(=CC=C1CNC2=NC=NC3=C2C=C(C=C3)F)F
14902,SPAUTIN-1,CHEMBL2139947,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4
14903,SPD-304,CHEMBL255489,CC1=CC2=C(C=C1C)OC=C(C2=O)CN(C)CCN(C)CC3=CN(C4=CC=CC=C43)C5=CC=CC(=C5)C(F)(F)F
14909,SPHINGOSINE 1-PHOSPHATE,CHEMBL225155,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O
14910,SPHINGOSINE 1-PHOSPHATE,CHEMBL311190,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O
14913,SPHINGOSINE 1-PHOSPHATE,CHEMBL185016,CCCCCCCCCCCCCC=CC(C(COP(=O)(O)O)N)O
14916,SPIRODICLOFEN,CHEMBL2227839,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=C(C=C(C=C3)Cl)Cl
14917,SPIRODICLOFEN,CHEMBL1894707,CCC(C)(C)C(=O)OC1=C(C(=O)OC12CCCCC2)C3=CC(=CC(=C3)Cl)Cl
14950,SPLITOMICIN,CHEMBL86537,C1CC(=O)OC2=C1C3=CC=CC=C3C=C2
14952,SQUALESTATIN 1,CHEMBL280978,CCC(C)CC(C)C=CC(=O)OC1C(C2(OC(C(C1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)C(C(C)CC3=CC=CC=C3)OC(=O)C)O
14976,SQUALESTATIN 1,CHEMBL1477148,CCC(C)CC(C)C=CC(=O)OC1C(C2(OC(C(C1(O2)C(=O)O)(C(=O)O)O)C(=O)O)CCC(=C)C(C(C)CC3=CC=CC=C3)OC(=O)C)O
14987,SR 1078,CHEMBL3094387,C1=CC(=CC=C1C(=O)NC2=CC=C(C=C2)C(C(F)(F)F)(C(F)(F)F)O)C(F)(F)F
14995,SR 144528,CHEMBL381791,CC1=CC=C(C=C1)CN2C(=CC(=N2)C(=O)NC3C(C4CCC3(C4)C)(C)C)C5=CC(=C(C=C5)Cl)C
15000,SR 144528,CHEMBL381689,CC1=CC=C(C=C1)CN2C(=CC(=N2)C(=O)NC3C(C4CCC3(C4)C)(C)C)C5=CC(=C(C=C5)Cl)C
15001,SR 48968,CHEMBL308148,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4
15002,SR 48968,CHEMBL56835,CC(=O)NC1(CCN(CC1)CCC(CN(C)C(=O)C2=CC=CC=C2)C3=CC(=C(C=C3)Cl)Cl)C4=CC=CC=C4
15006,ST 1435,CHEMBL3707377,CC(=O)C1(C(=C)CC2C1(CCC3C2CCC4=CC(=O)CCC34)C)OC(=O)C
15052,STEMREGENIN 1,CHEMBL4303221,CC(C)N1C=NC2=C(N=C(N=C21)C3=CSC4=CC=CC=C43)NCCC5=CC=C(C=C5)O
15053,STEPHENANTHRINE,CHEMBL492418,CN(C)CCC1=CC2=C(C3=C1C=CC4=CC=CC=C43)OCO2
15054,STERIGMATOCYSTIN,CHEMBL524291,COC1=C2C(=C3C4C=COC4OC3=C1)OC5=CC=CC(=C5C2=O)O
15060,STEVIOL,CHEMBL463996,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O
15061,STEVIOL,CHEMBL1331260,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O
15072,STEVIOSIDE,CHEMBL444122,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
15073,STEVIOSIDE,CHEMBL463996,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O
15076,STEVIOSIDE,CHEMBL1331260,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)O)(C)C(=O)O
15080,STEVIOSIDE,CHEMBL25147,CC12CCCC(C1CCC34C2CCC(C3)(C(=C)C4)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)(C)C(=O)OC7C(C(C(C(O7)CO)O)O)O
15098,STF 083010,CHEMBL1538026,C1=CC=C2C(=C1)C=CC(=C2C=NS(=O)(=O)C3=CC=CS3)O
15099,STF 083010,CHEMBL3192687,C1=CC=C2C(=C1)C=CC(=C2C=NS(=O)(=O)C3=CC=CS3)O
15102,STIGMASTEROL,CHEMBL221542,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
15105,STIGMASTEROL,CHEMBL400247,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C
15127,STO 609,CHEMBL1182777,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O
15161,STRYCHNINE,CHEMBL1609139,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75
15162,STRYCHNINE,CHEMBL33495,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75
15163,STRYCHNINE,CHEMBL227934,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75
15178,STRYCHNINE,CHEMBL2103753,C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75.C1CN2CC3=CCOC4CC(=O)N5C6C4C3CC2C61C7=CC=CC=C75.OS(=O)(=O)O
15183,STYRENE,CHEMBL285235,C=CC1=CC=CC=C1
15248,SULFORAFAN,CHEMBL48802,CS(=O)CCCCN=C=S
15249,SULFUR DIOXIDE,CHEMBL1235997,O=S=O
15250,SULFUR DIOXIDE,CHEMBL68253,NS(=O)(=O)O
15259,SULINDAC SULFIDE,CHEMBL18797,CC1=C(C2=C(C1=CC3=CC=C(C=C3)SC)C=CC(=C2)F)CC(=O)O
15263,SULINDAC SULFONE,CHEMBL488025,CC1=C(C2=C(C1=CC3=CC=C(C=C3)S(=O)(=O)C)C=CC(=C2)F)CC(=O)O
15283,SUNPHENON,CHEMBL297453,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O
15287,SUPLATAST TOSILATE,CHEMBL115435,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O.CC1=CC=C(C=C1)S(=O)(=O)[O-]
15288,SUPLATAST TOSILATE,CHEMBL1180156,CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O
15297,SURFACTIN PEPTIDE,CHEMBL508272,CC(C)CCCCCCCCCC1CC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O1)CC(C)C)CC(C)C)CC(=O)O)C(C)C)CC(C)C)CC(C)C)CCC(=O)O
15300,SYNEPHRINE,CHEMBL33720,CNCC(C1=CC=C(C=C1)O)O
15302,SYNEPHRINE,CHEMBL443893,CNCC(C1=CC=C(C=C1)O)O
15305,T 0070907,CHEMBL510698,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)NC2=CC=NC=C2)Cl
15307,T 614,CHEMBL2107455,CS(=O)(=O)NC1=C(C=C2C(=C1)OC=C(C2=O)NC=O)OC3=CC=CC=C3
15314,T-2 TOXIN,CHEMBL1703795,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
15315,T-2 TOXIN,CHEMBL152423,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
15318,T-2 TOXIN,CHEMBL1989781,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
15321,T-2 TOXIN,CHEMBL152724,CC1=CC2C(CC1OC(=O)CC(C)C)(C3(C(C(C(C34CO4)O2)O)OC(=O)C)C)COC(=O)C
15326,T-BUTYLOXYCARBONYL-METHIONYL-LEUCYL-PHENYLALANINE,CHEMBL1770296,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCSC)NC(=O)OC(C)(C)C
15328,TABUN,CHEMBL446997,CCOP(=O)(C#N)N(C)C
15329,TABUN,CHEMBL1097650,CCOP(=O)(C#N)N(C)C
15330,TAC 101,CHEMBL32994,C[Si](C)(C)C1=CC(=CC(=C1)C(=O)NC2=CC=C(C=C2)C(=O)O)[Si](C)(C)C
15377,TAK 779,CHEMBL41275,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)C[N+](C)(C)C5CCOCC5)C=C2.[Cl-]
15378,TAK 779,CHEMBL41275,CC1=CC=C(C=C1)C2=CC3=C(CCCC(=C3)C(=O)NC4=CC=C(C=C4)C[N+](C)(C)C5CCOCC5)C=C2
15379,TAK-875,CHEMBL1829174,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C
15380,TAK-875,CHEMBL2047159,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C.O
15382,TAK-875,CHEMBL2163923,CC1=CC(=CC(=C1C2=CC=CC(=C2)COC3=CC4=C(C=C3)C(CO4)CC(=O)O)C)OCCCS(=O)(=O)C
